Description,Price,Rating,Review Count,URL
"Lenovo IdeaPad Slim 3 Intel Core i7 12th Gen 15.6 inch (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK011EIN","₹62,933",4.1 out of 5 stars,501,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MjQ5NDIwNDkxMTAxNDg6MTcxNjg5NTk0MjpzcF9tdGY6MzAwMTA3NTI1OTA5OTMyOjowOjo&url=%2FLenovo-IdeaPad-39-62cm-Windows-82RK011EIN%2Fdp%2FB0CMGZCDRW%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.k3xERNfFxMGReJzPTFX5uiC_VsWnJucmG8N0aVvbFDPtwFdB3_yeSIefCzLQxH4XrBuovp48YjwFldC-f5CIcCcdQIt7LmXEDlI3eFeWAaplCHT6WD7USGhkveUn6nE6Eut0C8plpHuhOt0FfPPofaRLM6DoCkkekIKy0x9dBe1Tgkm7x6ON8EhkVF0I0kxsMH_cKGXXA3LGVE_p207kW93OAjYweqQnF3wHlSVVO90.9n6saQigtaiG3h-G6hzpsLRLBk7TWVCRunDBKtFyTKE%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1716895942%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"ASUS TUF F15 Gaming Laptop, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz,(16GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W","₹57,990",4.0 out of 5 stars,264,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MjQ5NDIwNDkxMTAxNDg6MTcxNjg5NTk0MjpzcF9tdGY6MzAwMTE5Mjk2OTM0MzMyOjowOjo&url=%2FASUS-SmartChoice-i5-11400H-GeForce-FX506HF-HN025W%2Fdp%2FB0C27SD9YR%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.k3xERNfFxMGReJzPTFX5uiC_VsWnJucmG8N0aVvbFDPtwFdB3_yeSIefCzLQxH4XrBuovp48YjwFldC-f5CIcCcdQIt7LmXEDlI3eFeWAaplCHT6WD7USGhkveUn6nE6Eut0C8plpHuhOt0FfPPofaRLM6DoCkkekIKy0x9dBe1Tgkm7x6ON8EhkVF0I0kxsMH_cKGXXA3LGVE_p207kW93OAjYweqQnF3wHlSVVO90.9n6saQigtaiG3h-G6hzpsLRLBk7TWVCRunDBKtFyTKE%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1716895942%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"ASUS VivoBook 15 (2021) Thin and Light Laptop, Dual Core Intel Celeron N4020, 15.6-inch (39.62 cm) HD, (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","₹20,790",4.0 out of 5 stars,"1,490",https://www.amazon.in/ASUS-15-6-inch-Integrated-Transparent-X515MA-BR011W/dp/B09SGGB687/ref=sr_1_13?dib=eyJ2IjoiMSJ9.k3xERNfFxMGReJzPTFX5uiC_VsWnJucmG8N0aVvbFDPtwFdB3_yeSIefCzLQxH4XrBuovp48YjwFldC-f5CIcCcdQIt7LmXEDlI3eFeWAaplCHT6WD7USGhkveUn6nE6Eut0C8plpHuhOt0FfPPofaRLM6DoCkkekIKy0x9dBe1Tgkm7x6ON8EhkVF0I0kxsMH_cKGXXA3LGVE_p207kW93OAjYweqQnF3wHlSVVO90.9n6saQigtaiG3h-G6hzpsLRLBk7TWVCRunDBKtFyTKE&dib_tag=se&keywords=laptops&qid=1716895942&sr=8-13
"(Refurbished) Lenovo ThinkPad 7th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)","₹15,644",4.0 out of 5 stars,190,https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR4BZMQG/ref=sr_1_14?dib=eyJ2IjoiMSJ9.k3xERNfFxMGReJzPTFX5uiC_VsWnJucmG8N0aVvbFDPtwFdB3_yeSIefCzLQxH4XrBuovp48YjwFldC-f5CIcCcdQIt7LmXEDlI3eFeWAaplCHT6WD7USGhkveUn6nE6Eut0C8plpHuhOt0FfPPofaRLM6DoCkkekIKy0x9dBe1Tgkm7x6ON8EhkVF0I0kxsMH_cKGXXA3LGVE_p207kW93OAjYweqQnF3wHlSVVO90.9n6saQigtaiG3h-G6hzpsLRLBk7TWVCRunDBKtFyTKE&dib_tag=se&keywords=laptops&qid=1716895942&sr=8-14
"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/8 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","₹31,999",4.0 out of 5 stars,739,https://www.amazon.in/Acer-i3-1215U-Premium-Windows-AL15-52/dp/B0CKLN7PSZ/ref=sr_1_15?dib=eyJ2IjoiMSJ9.k3xERNfFxMGReJzPTFX5uiC_VsWnJucmG8N0aVvbFDPtwFdB3_yeSIefCzLQxH4XrBuovp48YjwFldC-f5CIcCcdQIt7LmXEDlI3eFeWAaplCHT6WD7USGhkveUn6nE6Eut0C8plpHuhOt0FfPPofaRLM6DoCkkekIKy0x9dBe1Tgkm7x6ON8EhkVF0I0kxsMH_cKGXXA3LGVE_p207kW93OAjYweqQnF3wHlSVVO90.9n6saQigtaiG3h-G6hzpsLRLBk7TWVCRunDBKtFyTKE&dib_tag=se&keywords=laptops&qid=1716895942&sr=8-15
"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black","₹13,989",4.1 out of 5 stars,157,https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR495DW5/ref=sr_1_16?dib=eyJ2IjoiMSJ9.k3xERNfFxMGReJzPTFX5uiC_VsWnJucmG8N0aVvbFDPtwFdB3_yeSIefCzLQxH4XrBuovp48YjwFldC-f5CIcCcdQIt7LmXEDlI3eFeWAaplCHT6WD7USGhkveUn6nE6Eut0C8plpHuhOt0FfPPofaRLM6DoCkkekIKy0x9dBe1Tgkm7x6ON8EhkVF0I0kxsMH_cKGXXA3LGVE_p207kW93OAjYweqQnF3wHlSVVO90.9n6saQigtaiG3h-G6hzpsLRLBk7TWVCRunDBKtFyTKE&dib_tag=se&keywords=laptops&qid=1716895942&sr=8-16
"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU","₹33,490",4.1 out of 5 stars,"2,699",https://www.amazon.in/HP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au/dp/B09R1MMMTH/ref=sr_1_17?dib=eyJ2IjoiMSJ9.k3xERNfFxMGReJzPTFX5uiC_VsWnJucmG8N0aVvbFDPtwFdB3_yeSIefCzLQxH4XrBuovp48YjwFldC-f5CIcCcdQIt7LmXEDlI3eFeWAaplCHT6WD7USGhkveUn6nE6Eut0C8plpHuhOt0FfPPofaRLM6DoCkkekIKy0x9dBe1Tgkm7x6ON8EhkVF0I0kxsMH_cKGXXA3LGVE_p207kW93OAjYweqQnF3wHlSVVO90.9n6saQigtaiG3h-G6hzpsLRLBk7TWVCRunDBKtFyTKE&dib_tag=se&keywords=laptops&qid=1716895942&sr=8-17
"Dell 14 Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/14.0""(35.56cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Grey/Thin & Light 1.48kg","₹35,990",3.8 out of 5 stars,601,https://www.amazon.in/Dell-14-Rheinland-Certified-Comfortview/dp/B0BQJ9HZPP/ref=sr_1_18?dib=eyJ2IjoiMSJ9.k3xERNfFxMGReJzPTFX5uiC_VsWnJucmG8N0aVvbFDPtwFdB3_yeSIefCzLQxH4XrBuovp48YjwFldC-f5CIcCcdQIt7LmXEDlI3eFeWAaplCHT6WD7USGhkveUn6nE6Eut0C8plpHuhOt0FfPPofaRLM6DoCkkekIKy0x9dBe1Tgkm7x6ON8EhkVF0I0kxsMH_cKGXXA3LGVE_p207kW93OAjYweqQnF3wHlSVVO90.9n6saQigtaiG3h-G6hzpsLRLBk7TWVCRunDBKtFyTKE&dib_tag=se&keywords=laptops&qid=1716895942&sr=8-18
"Dell [Smartchoice] 15 Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/15.6""(39.62cm) FHD/Win 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Grey/T & L 1.48kg","₹35,990",3.8 out of 5 stars,601,https://www.amazon.in/Dell-i3-1215U-Graphic-Spill-Resistant-Keyboard/dp/B0BQJ68HHC/ref=sr_1_19?dib=eyJ2IjoiMSJ9.k3xERNfFxMGReJzPTFX5uiC_VsWnJucmG8N0aVvbFDPtwFdB3_yeSIefCzLQxH4XrBuovp48YjwFldC-f5CIcCcdQIt7LmXEDlI3eFeWAaplCHT6WD7USGhkveUn6nE6Eut0C8plpHuhOt0FfPPofaRLM6DoCkkekIKy0x9dBe1Tgkm7x6ON8EhkVF0I0kxsMH_cKGXXA3LGVE_p207kW93OAjYweqQnF3wHlSVVO90.9n6saQigtaiG3h-G6hzpsLRLBk7TWVCRunDBKtFyTKE&dib_tag=se&keywords=laptops&qid=1716895942&sr=8-19
"Dell 15 Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD Display, Win 11 + MSO'21, 15 Month McAfee Antivirus, Black, Spill-Resistant Keyboard, Thin & Light- 1.66kg","₹46,990",3.8 out of 5 stars,601,https://www.amazon.in/Dell-i5-1235U-Processor-Antivirus-Spill-Resistant/dp/B0CSG4G18G/ref=sr_1_20?dib=eyJ2IjoiMSJ9.k3xERNfFxMGReJzPTFX5uiC_VsWnJucmG8N0aVvbFDPtwFdB3_yeSIefCzLQxH4XrBuovp48YjwFldC-f5CIcCcdQIt7LmXEDlI3eFeWAaplCHT6WD7USGhkveUn6nE6Eut0C8plpHuhOt0FfPPofaRLM6DoCkkekIKy0x9dBe1Tgkm7x6ON8EhkVF0I0kxsMH_cKGXXA3LGVE_p207kW93OAjYweqQnF3wHlSVVO90.9n6saQigtaiG3h-G6hzpsLRLBk7TWVCRunDBKtFyTKE&dib_tag=se&keywords=laptops&qid=1716895942&sr=8-20
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.6"" (39.6cm) FHD 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa/3 Month Game Pass/Grey/1.62Kg), 83EM0026IN","₹59,390",3.2 out of 5 stars,8,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MjQ5NDIwNDkxMTAxNDg6MTcxNjg5NTk0MjpzcF9idGY6MzAwMTAzMTk3MjU2ODMyOjowOjo&url=%2FLenovo-IdeaPad-i5-13420H-Warranty-83EM0026IN%2Fdp%2FB0CNVH6Z24%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.k3xERNfFxMGReJzPTFX5uiC_VsWnJucmG8N0aVvbFDPtwFdB3_yeSIefCzLQxH4XrBuovp48YjwFldC-f5CIcCcdQIt7LmXEDlI3eFeWAaplCHT6WD7USGhkveUn6nE6Eut0C8plpHuhOt0FfPPofaRLM6DoCkkekIKy0x9dBe1Tgkm7x6ON8EhkVF0I0kxsMH_cKGXXA3LGVE_p207kW93OAjYweqQnF3wHlSVVO90.9n6saQigtaiG3h-G6hzpsLRLBk7TWVCRunDBKtFyTKE%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1716895942%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Lenovo IdeaPad Slim 5 Intel Core i7 13700H 16"" (40.6cm) 2.5K IPS 350Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD 1080p +IR Camera/Alexa/3 Month Game Pass/Cloud Grey/1.9Kg), 82XF0078IN","₹89,051",4.1 out of 5 stars,18,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MjQ5NDIwNDkxMTAxNDg6MTcxNjg5NTk0MjpzcF9idGY6MzAwMTU2NTM0NzYzMTMyOjowOjo&url=%2FLenovo-IdeaPad-350Nits-Backlit-82XF0078IN%2Fdp%2FB0CNPK2YSC%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.k3xERNfFxMGReJzPTFX5uiC_VsWnJucmG8N0aVvbFDPtwFdB3_yeSIefCzLQxH4XrBuovp48YjwFldC-f5CIcCcdQIt7LmXEDlI3eFeWAaplCHT6WD7USGhkveUn6nE6Eut0C8plpHuhOt0FfPPofaRLM6DoCkkekIKy0x9dBe1Tgkm7x6ON8EhkVF0I0kxsMH_cKGXXA3LGVE_p207kW93OAjYweqQnF3wHlSVVO90.9n6saQigtaiG3h-G6hzpsLRLBk7TWVCRunDBKtFyTKE%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1716895942%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Dell [Smartchoice] 15 Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/15.6""(39.62cm) FHD/Win 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Grey/T & L 1.48kg","₹35,990",3.8 out of 5 stars,601,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTgwMzIwMDg3MjM0MTQ4OjE3MTY4OTU5NDY6c3BfYXRmX25leHQ6MjAxNTM5MjE1NTQxOTg6OjA6Og&url=%2FDell-i3-1215U-Graphic-Spill-Resistant-Keyboard%2Fdp%2FB0BQJ68HHC%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.bvh9Hk9U0ke6CdrvPSmFUhhQkwD6ImRbLouN9a11EDmliYW2XbS_RTJZZCUpgjEcw8xfJ8ya6E4qXzPMp54fs0ObbsGUXF9lHSHKwXsDgTQ4JcxLgUTA1Q0a7edHtiph45J6RJdEjPo8wMyVNWNiiqi_cIm3147TQ4z7IAzJ50QVahOSSMsiPQct-P2yDCWeu3DQsoQYm-aDcNU18hAtsvuozYtAtgU_ONUKE_DpZww.qokMyA9rc6zU5Y7KHpMhw1KueJgEiU0v-n_1YsQ07oI%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1716895946%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16"" (40.6cm) 2.5K IPS 350Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD 1080p Camera/Alexa/3 Month Game Pass/Grey/1.89Kg), 82XF0077IN","₹76,990",4.2 out of 5 stars,30,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTgwMzIwMDg3MjM0MTQ4OjE3MTY4OTU5NDY6c3BfYXRmX25leHQ6MzAwMTU2NTM0NzYzMDMyOjowOjo&url=%2FLenovo-IdeaPad-350Nits-Backlit-82XF0077IN%2Fdp%2FB0CNK232CB%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.bvh9Hk9U0ke6CdrvPSmFUhhQkwD6ImRbLouN9a11EDmliYW2XbS_RTJZZCUpgjEcw8xfJ8ya6E4qXzPMp54fs0ObbsGUXF9lHSHKwXsDgTQ4JcxLgUTA1Q0a7edHtiph45J6RJdEjPo8wMyVNWNiiqi_cIm3147TQ4z7IAzJ50QVahOSSMsiPQct-P2yDCWeu3DQsoQYm-aDcNU18hAtsvuozYtAtgU_ONUKE_DpZww.qokMyA9rc6zU5Y7KHpMhw1KueJgEiU0v-n_1YsQ07oI%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1716895946%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
